data_hora,ticker,intervalo_utilizado,mensagem
2025-05-11 12:50,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 13:29,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 13:57,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 14:06,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 14:17,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 14:18,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 14:20,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 14:23,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 14:28,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 14:53,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 15:27,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 15:30,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 15:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 15:35,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 19:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 19:37,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 19:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:05,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:07,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:10,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:39,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:45,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:46,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:51,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 20:53,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 21:02,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 21:04,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 21:10,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 21:15,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 21:26,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 21:44,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 21:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 21:56,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 21:57,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:04,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:07,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:07,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:07,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:11,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:12,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:12,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:12,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:24,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:28,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:33,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:33,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:38,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:43,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:45,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:49,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:51,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:52,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:52,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:52,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:53,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:56,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 22:56,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 23:05,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 23:17,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 23:25,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 23:27,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 23:28,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 23:33,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 23:39,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-11 23:41,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 08:26,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 08:29,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 08:30,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 09:04,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 09:11,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 09:11,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 09:23,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 12:14,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 12:24,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 13:21,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 14:15,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:12,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:13,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:26,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:30,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:33,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:38,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:40,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:44,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:53,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 15:56,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 17:20,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 17:22,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 17:31,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 17:40,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 17:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 17:59,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 18:44,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 19:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 19:57,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 20:18,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 20:24,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 20:58,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 22:38,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 23:15,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 23:16,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 23:16,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 23:17,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 23:17,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-12 23:22,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-13 12:34,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-13 12:34,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-13 12:45,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-13 14:34,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-13 18:34,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-13 22:50,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-13 23:00,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-13 23:09,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-13 23:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 00:28,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:10,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:37,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:38,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:38,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:38,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:39,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:42,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:42,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:42,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:42,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 13:43,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 14:00,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 14:22,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 14:31,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 14:51,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 14:55,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 15:11,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 15:20,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 15:27,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 15:27,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 15:28,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 15:29,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 15:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 15:57,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 19:07,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 19:12,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 20:12,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:08,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:08,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:09,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:09,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:13,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:13,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:13,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:19,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:19,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:37,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:40,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:40,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:40,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:44,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:44,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 22:50,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 23:02,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 23:11,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 23:38,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 23:44,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 23:56,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 23:56,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 23:56,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 23:57,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-14 23:57,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:02,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:02,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:02,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:02,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:03,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:06,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:06,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:07,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:07,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:07,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:10,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:10,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:10,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:10,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:11,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:16,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:16,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:16,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:16,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:17,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:24,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:24,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:24,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:24,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:24,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:25,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:25,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:25,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:25,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:25,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:26,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:27,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:27,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:28,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:28,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:30,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:34,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:51,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 00:58,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 05:35,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 05:35,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 05:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 05:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 05:39,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 05:39,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 05:39,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 06:11,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 12:33,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 12:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 12:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 12:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 12:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 12:47,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 12:52,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 13:10,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 13:10,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 13:10,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 13:10,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 13:23,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 13:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 13:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 13:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 18:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 18:45,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 18:45,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 18:45,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 22:00,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:22,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:22,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:23,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:23,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:23,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:31,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:31,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:31,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:31,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:31,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:32,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-15 23:33,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 00:20,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 10:39,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 10:41,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 10:41,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 10:41,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 10:41,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 10:41,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 10:46,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 10:50,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 10:56,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 11:24,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 11:45,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 11:53,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 11:53,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 13:54,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 13:54,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 13:54,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 13:54,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 13:55,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 13:55,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 13:56,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 13:56,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 14:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 14:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 14:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 14:53,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 14:55,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 17:42,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 17:43,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 17:43,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 17:43,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 18:11,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 21:15,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-16 23:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-17 01:02,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-17 11:33,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-17 14:30,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-17 21:41,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-17 22:27,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-17 22:27,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-17 22:27,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-17 22:28,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-18 07:18,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
